submission_type,model_name,well_id,pad_id,phase,forecast_month,forecast_volume
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2026-01-01,1625.962976
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2026-02-01,1569.724663
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2026-03-01,1516.710312
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2026-04-01,1466.665168
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2026-05-01,1419.359884
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2026-06-01,1374.587484
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2026-07-01,1332.16075
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2026-08-01,1291.909951
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2026-09-01,1253.680891
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2026-10-01,1217.333196
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2026-11-01,1182.738828
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2026-12-01,1149.780782
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2027-01-01,1118.351941
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2027-02-01,1088.354075
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2027-03-01,1059.696952
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2027-04-01,1032.297551
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2027-05-01,1006.079375
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2027-06-01,980.971829
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2027-07-01,956.90967
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2027-08-01,933.832524
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2027-09-01,911.684443
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2027-10-01,890.413515
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2027-11-01,869.971514
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,oil,2027-12-01,850.313584
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2026-01-01,2974.780238
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2026-02-01,2899.70623
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2026-03-01,2828.515486
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2026-04-01,2760.912633
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2026-05-01,2696.631638
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2026-06-01,2635.432246
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2026-07-01,2577.096921
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2026-08-01,2521.428222
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2026-09-01,2468.246526
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2026-10-01,2417.38806
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2026-11-01,2368.703187
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2026-12-01,2322.054909
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2027-01-01,2277.317558
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2027-02-01,2234.375645
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2027-03-01,2193.122851
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2027-04-01,2153.461125
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2027-05-01,2115.299905
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2027-06-01,2078.555404
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2027-07-01,2043.149995
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2027-08-01,2009.011649
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2027-09-01,1976.073439
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2027-10-01,1944.273098
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2027-11-01,1913.552617
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,gas,2027-12-01,1883.857887
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2026-01-01,584.99682
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2026-02-01,573.331807
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2026-03-01,562.210845
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2026-04-01,551.596057
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2026-05-01,541.453075
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2026-06-01,531.750636
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2026-07-01,522.46024
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2026-08-01,513.555848
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2026-09-01,505.013617
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2026-10-01,496.811675
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2026-11-01,488.929919
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2026-12-01,481.349837
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2027-01-01,474.054355
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2027-02-01,467.027694
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2027-03-01,460.255257
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2027-04-01,453.723509
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2027-05-01,447.419892
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2027-06-01,441.33273
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2027-07-01,435.451157
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2027-08-01,429.765044
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2027-09-01,424.26494
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2027-10-01,418.942017
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2027-11-01,413.788014
vendor_best,smartcast_v1_vendor_best,42000000000000,pad-0,water,2027-12-01,408.795197
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2026-01-01,1693.711433
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2026-02-01,1635.129858
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2026-03-01,1579.906576
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2026-04-01,1527.776217
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2026-05-01,1478.499879
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2026-06-01,1431.861963
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2026-07-01,1387.667448
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2026-08-01,1345.739533
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2026-09-01,1305.917595
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2026-10-01,1268.055413
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2026-11-01,1232.019613
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2026-12-01,1197.688314
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2027-01-01,1164.949938
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2027-02-01,1133.702162
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2027-03-01,1103.850991
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2027-04-01,1075.309949
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2027-05-01,1047.99935
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2027-06-01,1021.845655
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2027-07-01,996.780907
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2027-08-01,972.742213
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2027-09-01,949.671295
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2027-10-01,927.514078
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2027-11-01,906.220327
vendor_best,smartcast_v1_vendor_best,42000000000001,pad-0,oil,2027-12-01,885.743317
